Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
666,60,RL,106.0,11194,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1406,1406,GasA,Ex,Y,1454,482,0,1936,0,0,2,1,3,1,Gd,7,Typ,1,2,504,Y,188,124,0,0,0,0,0,11,2006,WD,Normal,230500
667,60,RL,70.04995836802665,18450,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1965,1979,Flat,Tar&Grv,Plywood,Plywood,TA,Gd,CBlock,187,723,111,1021,GasA,TA,Y,1465,915,0,2380,0,0,2,1,3,1,TA,7,Sev,1,2,596,Y,0,265,0,0,0,0,0,8,2007,WD,Abnorml,129000
668,20,RL,65.0,8125,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1994,1998,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,1138,0,270,1408,GasA,Ex,Y,1679,0,0,1679,1,0,2,0,3,1,Gd,7,Typ,1,2,575,Y,224,42,0,0,0,0,0,10,2008,WD,Normal,193500
669,20,RL,70.04995836802665,14175,Pave,Reg,Bnk,AllPub,Corner,Mod,Sawyer,Norm,Norm,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,TA,TA,CBlock,988,0,200,1188,GasA,Gd,Y,1437,0,0,1437,1,0,1,1,3,1,TA,6,Min2,1,2,576,Y,304,0,0,0,0,0,0,11,2006,WD,Normal,168000
670,30,RL,80.0,11600,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,700,700,GasA,Ex,Y,1180,0,0,1180,0,0,1,0,2,1,Fa,5,Typ,1,1,252,Y,0,0,67,0,0,0,0,7,2006,WD,Normal,137500
671,60,RL,64.0,8633,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,193,0,545,738,GasA,Ex,Y,738,738,0,1476,1,0,2,1,3,1,Gd,7,Typ,0,2,540,Y,100,35,0,0,0,0,0,2,2009,WD,Normal,173500
672,70,RH,54.0,6629,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,2Story,6,6,1925,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,551,0,121,672,GasA,TA,N,697,672,0,1369,1,0,2,0,3,1,TA,6,Typ,0,1,300,Y,147,0,0,0,0,0,0,7,2009,WD,Normal,103600
673,20,RL,70.04995836802665,11250,Pave,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,767,0,441,1208,GasA,TA,Y,1208,0,0,1208,1,0,1,1,3,1,TA,6,Typ,1,2,546,Y,198,42,0,0,0,0,0,6,2006,WD,Normal,165000
674,20,RL,110.0,14442,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,1957,2004,Hip,CompShg,CemntBd,CmentBd,TA,TA,PConc,1186,0,291,1477,GasA,Ex,Y,1839,0,0,1839,1,0,2,0,3,1,Gd,7,Typ,2,2,416,Y,0,87,0,0,200,0,0,6,2007,WD,Normal,257500
675,20,RL,80.0,9200,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1965,1965,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,892,0,244,1136,GasA,TA,Y,1136,0,0,1136,1,0,1,0,3,1,TA,5,Typ,1,1,384,Y,426,0,0,0,0,0,0,7,2008,WD,Normal,140000
676,160,RL,24.0,2289,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1978,1978,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,311,0,544,855,GasA,TA,Y,855,586,0,1441,0,0,2,1,3,1,TA,7,Typ,1,2,440,Y,28,0,0,0,0,0,0,4,2009,WD,Normal,148500
677,70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,TA,TA,BrkTil,0,0,1095,1095,GasW,Fa,N,1095,679,0,1774,1,0,2,0,4,2,TA,8,Min2,0,3,779,N,0,0,90,0,0,0,0,5,2006,WD,Normal,87000
678,30,RL,52.0,9022,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,8,1924,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,BrkTil,0,0,768,768,GasA,Ex,Y,792,0,0,792,0,0,1,0,2,1,Gd,5,Typ,0,1,240,N,316,0,120,0,0,0,0,5,2009,WD,Normal,109500
679,20,RL,80.0,11844,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,2046,2046,GasA,Ex,Y,2046,0,0,2046,0,0,2,1,3,1,Gd,7,Typ,1,3,834,Y,322,82,0,0,0,0,0,7,2009,New,Partial,372500
680,20,RL,70.04995836802665,9945,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,827,0,161,988,GasA,TA,Y,988,0,0,988,1,0,1,0,3,1,TA,5,Typ,0,2,572,Y,0,0,0,0,0,0,0,10,2007,WD,Normal,128500
681,120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,543,119,261,923,GasA,TA,Y,923,0,0,923,0,0,2,0,2,1,TA,5,Typ,1,1,264,Y,80,0,0,0,0,0,0,5,2010,WD,Normal,143000
682,50,RH,55.0,4500,Pave,IR2,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,5,1932,2000,Gable,CompShg,VinylSd,Stucco,TA,TA,BrkTil,182,0,611,793,GasA,Ex,Y,848,672,0,1520,0,0,1,0,3,1,TA,6,Typ,0,1,281,Y,0,0,56,0,0,0,0,7,2009,WD,Abnorml,159434
683,120,RL,70.04995836802665,2887,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,1003,0,288,1291,GasA,Ex,Y,1291,0,0,1291,1,0,1,0,2,1,Gd,6,Typ,1,2,431,Y,307,0,0,0,0,0,0,11,2008,WD,Normal,173000
684,20,RL,90.0,11248,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,9,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1059,0,567,1626,GasA,Ex,Y,1668,0,0,1668,1,0,2,0,3,1,Gd,7,Typ,1,3,702,Y,257,45,0,0,0,0,0,7,2007,WD,Normal,285000
685,60,RL,58.0,16770,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,1195,1195,GasA,Gd,Y,1195,644,0,1839,0,0,2,1,4,1,TA,7,Typ,0,2,486,Y,0,81,0,0,0,0,0,6,2010,WD,Normal,221000
686,160,RL,70.04995836802665,5062,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,TwnhsE,2Story,7,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,828,182,180,1190,GasA,Gd,Y,1190,900,0,2090,1,0,2,0,3,1,Gd,6,Min1,1,2,577,Y,219,0,0,0,0,0,0,9,2007,WD,Normal,207500
687,60,FV,84.0,10207,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,874,874,GasA,Ex,Y,874,887,0,1761,0,0,3,0,3,1,Gd,7,Typ,0,2,578,Y,144,105,0,0,0,0,0,8,2007,New,Partial,227875
688,160,FV,70.04995836802665,5105,Pave,IR2,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,239,0,312,551,GasA,Ex,Y,551,551,0,1102,0,0,2,1,2,1,Gd,4,Typ,0,2,480,Y,0,60,0,0,0,0,0,3,2007,WD,Normal,148800
689,20,RL,60.0,8089,Pave,Reg,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,6,2007,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,945,0,474,1419,GasA,Ex,Y,1419,0,0,1419,1,0,2,0,2,1,Gd,7,Typ,1,2,567,Y,140,0,0,0,0,0,0,10,2007,New,Partial,392000
690,120,RL,61.0,7577,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,20,0,1342,1362,GasA,Ex,Y,1362,0,0,1362,0,0,2,0,2,1,Gd,6,Typ,1,2,460,Y,192,28,0,0,0,0,0,6,2007,WD,Normal,194700
691,120,RM,70.04995836802665,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,697,0,151,848,GasA,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,1,2,420,Y,149,0,0,0,0,0,0,5,2008,WD,Normal,141000
692,60,RL,104.0,21535,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,6,1994,1995,Gable,WdShngl,HdBoard,HdBoard,Ex,TA,PConc,1455,0,989,2444,GasA,Ex,Y,2444,1872,0,4316,0,1,3,1,4,1,Ex,10,Typ,2,3,832,Y,382,50,0,0,0,0,0,1,2007,WD,Normal,755000
693,60,RL,42.0,26178,Pave,IR1,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,2Story,7,5,1989,1990,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,965,0,245,1210,GasA,Ex,Y,1238,1281,0,2519,1,0,2,1,4,1,Gd,9,Typ,2,2,628,Y,320,27,0,0,0,0,0,4,2006,WD,Normal,335000
694,30,RL,60.0,5400,Pave,Reg,Lvl,AllPub,Corner,Sev,OldTown,Norm,Norm,1Fam,1Story,5,6,1921,1968,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,0,0,1073,1073,GasA,Ex,Y,1073,0,0,1073,0,0,1,0,2,1,TA,4,Typ,0,1,326,Y,0,0,112,0,0,0,0,12,2006,WD,Abnorml,108480
695,50,RM,51.0,6120,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,1936,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,BrkTil,0,0,927,927,GasA,TA,Y,1067,472,0,1539,0,0,1,1,3,1,TA,5,Typ,0,2,576,Y,112,0,0,0,0,0,0,4,2009,WD,Normal,141500
696,20,RL,54.0,13811,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,6,6,1987,1987,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,980,40,92,1112,GasA,Gd,Y,1137,0,0,1137,1,0,2,0,2,1,Gd,5,Typ,1,2,551,Y,125,0,0,0,0,0,0,7,2006,WD,Normal,176000
697,30,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1921,1950,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,CBlock,616,0,0,616,GasA,Gd,Y,616,0,0,616,0,0,1,0,2,1,TA,4,Typ,0,1,205,Y,0,0,129,0,0,0,0,6,2006,WD,Normal,89000
698,20,RL,57.0,6420,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,210,551,219,980,GasA,Fa,Y,1148,0,0,1148,0,1,1,0,2,1,TA,6,Typ,0,1,308,Y,0,0,0,0,0,0,0,9,2006,WD,Normal,123500
699,20,RL,65.0,8450,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,8,1965,2009,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,553,117,224,894,GasA,Ex,Y,894,0,0,894,1,0,1,0,3,1,TA,5,Typ,1,1,336,Y,416,144,0,0,0,0,0,4,2010,WD,Normal,138500
700,120,FV,59.0,4282,Pave,IR2,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,16,0,1375,1391,GasA,Ex,Y,1391,0,0,1391,0,0,2,0,2,1,Gd,5,Typ,0,2,530,Y,156,158,0,0,0,0,0,7,2008,WD,Normal,196000
701,20,RL,85.0,14331,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,1274,0,526,1800,GasA,Ex,Y,1800,0,0,1800,1,0,2,0,3,1,Gd,7,Typ,1,3,765,Y,270,78,0,0,0,0,0,5,2006,WD,Normal,312500
702,20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1969,1969,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,1164,1164,GasA,TA,Y,1164,0,0,1164,0,0,1,1,3,1,TA,6,Typ,0,2,528,Y,0,0,0,0,0,0,0,7,2006,COD,Normal,140000
703,60,RL,82.0,12438,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,0,0,1234,1234,GasA,Ex,Y,1264,1312,0,2576,0,0,2,1,4,1,Ex,10,Typ,1,3,666,Y,324,100,0,0,0,0,0,7,2006,New,Partial,361919
704,190,RM,76.0,7630,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2Story,5,9,1900,1996,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,BrkTil,0,0,360,360,GasA,Gd,Y,1032,780,0,1812,0,0,2,0,4,2,Gd,8,Typ,1,2,672,N,344,0,40,0,0,0,0,5,2010,WD,Normal,140000
705,20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,712,0,761,1473,GasA,Ex,Y,1484,0,0,1484,1,0,2,0,3,1,Gd,7,Typ,0,2,606,Y,0,35,0,144,0,0,0,5,2010,WD,Normal,213000
706,190,RM,70.0,5600,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,4,5,1930,1950,Hip,CompShg,VinylSd,Wd Shng,Fa,Fa,Slab,0,0,0,0,GasA,Fa,N,372,720,0,1092,0,0,2,0,3,2,Fa,7,Mod,0,0,0,N,0,0,0,0,0,0,3500,7,2010,WD,Normal,55000
707,20,RL,70.04995836802665,115149,Pave,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,5,1971,2002,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,1219,0,424,1643,GasA,TA,Y,1824,0,0,1824,1,0,2,0,2,1,Gd,5,Typ,2,2,739,Y,380,48,0,0,0,0,0,6,2007,WD,Normal,302000
708,120,RL,48.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,MetalSd,MetalSd,Gd,TA,PConc,863,0,461,1324,GasA,Ex,Y,1324,0,0,1324,1,0,2,0,2,1,Gd,6,Typ,1,2,550,Y,192,38,0,0,0,0,0,12,2009,WD,Normal,254000
709,60,RL,65.0,9018,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,0,0,728,728,GasA,Ex,Y,728,728,0,1456,0,0,2,1,3,1,Gd,8,Typ,1,2,400,Y,100,24,0,0,0,0,0,7,2007,New,Partial,179540
710,20,RL,70.04995836802665,7162,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,0,0,876,876,GasA,TA,Y,904,0,0,904,0,0,1,0,3,1,TA,6,Typ,0,1,408,Y,0,0,0,0,0,0,0,12,2008,WD,Abnorml,109900
711,30,RL,56.0,4130,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,6,1935,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,CBlock,0,0,270,270,GasA,Gd,Y,729,0,0,729,0,0,1,0,2,1,TA,5,Maj2,0,0,0,N,0,0,0,0,0,0,0,7,2008,WD,Normal,52000
712,50,C (all),66.0,8712,Pave,Reg,HLS,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,7,1900,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,Stone,0,0,859,859,GasA,Gd,Y,859,319,0,1178,0,0,1,0,2,1,TA,7,Typ,0,1,384,N,68,0,98,0,0,0,0,1,2010,WD,Abnorml,102776
713,120,RL,40.0,4671,Pave,IR1,HLS,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1988,1989,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,767,0,461,1228,GasA,Gd,Y,1228,0,0,1228,1,0,2,0,2,1,Gd,5,Typ,1,2,472,Y,168,120,0,0,0,0,0,10,2008,WD,Normal,189000
714,190,RL,60.0,9873,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,2fmCon,1Story,4,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,789,0,171,960,GasW,TA,N,960,0,0,960,1,0,1,0,3,1,TA,6,Typ,0,2,576,Y,0,288,0,0,0,0,0,5,2006,WD,Normal,129000
715,60,RL,70.04995836802665,13517,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,2Story,6,8,1976,2005,Gable,CompShg,HdBoard,Plywood,Gd,TA,CBlock,533,0,192,725,GasA,Ex,Y,725,754,0,1479,0,0,2,1,3,1,Gd,6,Typ,0,2,475,Y,0,44,0,0,0,0,0,3,2010,WD,Normal,130500
716,20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1974,1974,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,0,0,1064,1064,GasA,TA,Y,1350,0,0,1350,0,0,2,0,3,1,TA,7,Typ,1,2,478,Y,0,0,0,0,0,0,0,8,2009,WD,Normal,165000
717,70,RM,60.0,10800,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,8,1890,1998,Gable,CompShg,Wd Sdng,VinylSd,TA,Gd,BrkTil,0,0,718,718,GasA,Ex,Y,1576,978,0,2554,0,0,1,1,3,1,TA,8,Typ,0,2,704,P,0,48,143,0,0,0,0,7,2007,WD,Normal,159500
718,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1973,2000,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,1084,0,92,1176,GasA,Gd,Y,1178,0,0,1178,0,1,1,1,3,1,Gd,5,Typ,1,2,439,Y,224,0,0,0,0,0,0,11,2008,WD,Normal,157000
719,60,RL,96.0,10542,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1994,Hip,CompShg,Wd Sdng,ImStucc,Gd,TA,PConc,1173,0,138,1311,GasA,Ex,Y,1325,1093,0,2418,1,0,2,1,3,1,Gd,9,Typ,1,3,983,Y,250,154,216,0,0,0,0,8,2008,WD,Normal,341000
720,20,RL,69.0,9920,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,523,0,448,971,GasA,TA,Y,971,0,0,971,0,0,1,1,3,1,TA,5,Typ,1,1,300,Y,0,0,0,0,0,0,0,5,2006,WD,Normal,128500
721,120,RL,70.04995836802665,6563,Pave,IR1,Low,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,1Story,8,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,1148,0,594,1742,GasA,TA,Y,1742,0,0,1742,1,0,2,0,2,1,Gd,5,Typ,1,2,564,Y,114,28,234,0,0,0,0,12,2006,WD,Normal,275000
722,120,RM,70.04995836802665,4426,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,662,0,186,848,GasA,Ex,Y,848,0,0,848,1,0,1,0,1,1,Gd,3,Typ,0,2,420,Y,160,0,0,0,0,0,0,5,2010,WD,Normal,143000
723,20,RL,70.0,8120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1970,1970,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,191,0,673,864,GasA,Ex,Y,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,2,463,Y,0,0,0,0,0,0,0,7,2009,WD,Normal,124500
724,50,RL,60.0,8172,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,6,1954,1972,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,0,0,941,941,GasA,Ex,Y,997,473,0,1470,0,0,2,0,4,1,TA,7,Typ,0,1,548,Y,0,0,0,0,156,0,0,5,2008,WD,Normal,135000
725,20,RL,86.0,13286,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,1234,0,464,1698,GasA,Ex,Y,1698,0,0,1698,1,0,2,0,3,1,Ex,8,Typ,1,3,768,Y,327,64,0,0,0,0,0,2,2009,WD,Normal,320000
726,20,RL,60.0,6960,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,6,1970,1970,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,375,239,250,864,GasA,TA,Y,864,0,0,864,0,0,1,0,3,1,Gd,5,Typ,0,2,660,Y,96,0,0,0,0,0,500,11,2009,WD,Normal,120500
727,20,RL,70.04995836802665,21695,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,9,1988,2007,Hip,CompShg,Wd Sdng,Plywood,Gd,Gd,CBlock,808,0,72,880,GasA,Ex,Y,1680,0,0,1680,1,0,2,0,3,1,Gd,5,Typ,1,2,540,Y,292,44,0,182,0,0,0,12,2009,WD,Normal,222000
728,20,RL,64.0,7314,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,724,0,508,1232,GasA,Ex,Y,1232,0,0,1232,1,0,2,0,2,1,Gd,6,Typ,0,2,632,Y,132,0,0,0,0,0,0,2,2009,WD,Normal,194500
729,90,RL,85.0,11475,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,0,0,1584,1584,GasA,TA,Y,1776,0,0,1776,1,0,2,0,4,2,TA,9,Typ,0,3,888,Y,0,25,0,0,0,0,0,7,2009,COD,Abnorml,110000
730,30,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,152,0,628,780,GasA,TA,Y,848,0,360,1208,0,0,1,0,2,1,TA,5,Typ,0,2,539,Y,0,23,112,0,0,0,0,1,2009,WD,Normal,103000
731,120,RL,39.0,5389,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,1180,0,415,1595,GasA,Ex,Y,1616,0,0,1616,1,0,2,0,2,1,Gd,5,Typ,1,2,608,Y,237,152,0,0,0,0,0,3,2010,WD,Normal,236500
732,80,RL,73.0,9590,Pave,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,786,0,82,868,GasA,Ex,Y,1146,0,0,1146,1,0,2,0,3,1,Gd,6,Typ,1,2,438,Y,160,22,0,0,0,0,0,5,2007,WD,Normal,187500
733,60,RL,75.0,11404,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,252,0,901,1153,GasA,Ex,Y,1153,878,0,2031,0,0,2,1,3,1,Gd,8,Typ,1,2,541,Y,192,84,0,0,0,0,0,7,2008,WD,Normal,222500
734,20,RL,80.0,10000,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1961,1983,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,594,0,270,864,GasA,Ex,Y,1144,0,0,1144,1,0,1,0,3,1,TA,6,Typ,1,1,264,Y,165,0,0,0,0,0,400,3,2009,WD,Normal,131400
